5.149014246,3.37234714,1.629537708,0.352302986
4.929753988,3.353172609,1.815842563,0.276743473
4.859157684,3.508512009,1.407316461,0.153427025
5.072588681,3.017343951,1.155016433,0.143771247
4.696150664,3.462849467,1.318395185,0.05876963
5.439694631,3.35484474,1.513505641,0.057525181
4.836685183,3.422184518,1.269801285,0.237569802
4.819808393,3.34166125,1.379658678,0.385227818
4.995950833,3.188457814,1.664508982,0.077915635
5.062659079,3.008065975,1.23436279,0.219686124
5.221539974,3.434273656,1.476870344,0.16988963
4.556443403,3.256031158,1.407872246,0.305712223
5.103085487,3.047391969,1.564816794,0.161491772
4.7969234,3.522335258,1.706199904,0.293128012
4.748234743,3.338157525,1.566252686,0.297554513
4.856247729,3.362868205,1.278733005,0.080379338
5.243757747,3.671248006,1.485597976,0.30035329
5.108490808,3.270976049,1.572279121,0.353803657
4.989252188,3.712928731,0.976050979,0.28219025
5.02611412,3.34019853,1.518352155,0.001243109
4.934098434,3.471422514,1.795578809,0.148172978
4.757451919,3.299648591,1.683080424,0.232875111
4.841071939,3.502653487,1.51941551,0.296864499
4.789384072,3.334467571,1.421578369,0.053648505
5.088836083,3.452211054,1.501022691,0.176541287
4.575388777,3.315870935,1.431457097,0.119772273
4.951614287,3.480810171,1.87723718,0.217457781
5.077265117,3.385110817,1.116245757,0.197348612
5.018069063,3.892648422,1.461527807,0.230154734
4.989586469,3.166264392,1.728564563,0.275193303
5.237309584,3.218122509,1.780558862,0.059814894
5.176057128,3.838091125,1.301892735,0.143370227
5.02989541,3.299304869,1.189867314,0.206856297
4.681308886,3.494718486,1.316115153,0.354993441
4.765024012,3.335587697,1.662703443,0.076913568
5.06823798,3.661428551,1.178503353,0.218463386
5.077964838,3.556364574,1.252609858,0.067954339
5.15658247,3.459396935,1.55009857,0.234644821
4.795992584,3.446450739,1.558614495,0.128564858
5.559732353,3.494766584,1.261739301,0.265655361
4.707595499,3.557416921,1.731719116,0.117931768
5.289012839,3.482556185,1.664412032,0.389679298
4.926383565,3.249252767,1.322097114,0.118418972
4.976869487,3.468230395,1.55533816,0.282718325
5.003900568,3.690706815,1.447068633,0.472016917
5.187700204,3.228568489,1.2858215,0.248247242
4.932961164,3.542800099,1.594647525,0.192717109
4.745961885,3.097030555,1.41069701,0.285639879
5.064228123,3.150852244,1.534636185,0.238531738
4.734842769,3.430745021,1.511641744,0.08570297
5.107336208,3.512156905,1.716610249,0.305380205
4.58669919,3.212434992,1.603007053,0.251378595
5.154514306,4.170546298,1.614178102,0.313556564
5.286200529,3.53027825,1.436946151,0.275896922
4.768152436,3.352636279,1.40292729,0.208187414
5.69439757,3.026546961,1.637252038,0.038728413
4.85842044,3.617790119,1.512856004,0.092225522
4.785408887,3.53591955,1.353926674,0.221645859
5.013671552,3.26967993,1.928788818,0.263391902
4.392457224,3.437290863,1.367642707,0.285243333
4.762243778,3.377052712,1.600997456,0.286575519
4.639911078,3.333099753,1.405010938,0.134667077
5.529636272,3.480996342,1.247823209,0.291786195
5.636646859,3.606493052,1.196126007,0.151576593
5.380073345,3.258466107,1.588763886,0.277463405
4.721920859,3.388094929,0.851746532,0.097561236
4.924229555,3.150443364,1.826482261,0.056985862
4.867986654,3.426148115,1.788254658,0.056413785
5.348949126,3.402046612,1.30369827,0.246210347
5.059717909,3.279956625,1.513960417,0.16146864
5.034055204,3.532426135,1.817203363,0.07621845
5.639910012,3.00958244,1.469642981,0.258831721
5.08429756,3.275460096,1.45837555,0.150699907
4.823190573,3.569920419,1.571403097,0.13070904
5.269879963,3.461459904,1.662572424,0.262962884
4.751301497,3.287963792,1.649458721,0.261037027
4.993729522,3.423465477,1.755532979,0.140842861
5.164129214,3.35956147,1.456463759,0.309877685
5.247624905,3.562701927,1.761095761,0.202100384
5.204585891,3.337946649,1.56483327,0.186985695
5.029098789,3.519031405,1.336355863,0.409238728
4.698194786,3.157162277,1.731622175,0.279166269
5.187235945,3.525669102,1.497550645,0.110274563
5.022741367,3.264567658,1.695023947,0.185294262
4.752350841,3.335722832,1.582586291,0.143627545
4.753333881,3.448737442,1.548993314,0.149305682
